Comment_ID,Text,Sentiment,label
4452,Mama xumuraa sihaa taasisu waaqayyon ❤❤❤❤❤❤❤ta'uf ammoo jabaadhu❤.......................,Positive,2
8262,Yo barsiftan siriti barsisa malaqa jetani Odu soba Nuf hin dabarsinati,Negative,0
1267,nu jiradhuu Dr,Positive,2
7983,Pls bilbilaa kee Dr,Neutral,1
2960,jiraadhu woggaa kumaa goota ko,Positive,2
7,Wow eebbifami ❤❤❤,Positive,2
5172,Seeraa maleessuma biyyaa keenyaa keessa jiruu ijii isaa fi gurii isaa hinbeekamuu ; mootumaa yoo dhabdeeyu ; namni dhunfan ummaata hammas baal'atuu akka barbaade gochuu hin danda'uu ; ummaata sammaa ummaatafan hojeedha jechun soba ;nuraa dhaaba yoo dandeessaa,Negative,0
6292,Amma alaa ummata sossoosuun hin danda'amu,Negative,0
3174,mucaan Kun Baay'ee nama jabafi ciimaadha jajjabefamuu qaba,Positive,2
3800,siilaa nama muddaa qabuu namnii hin jalatuu ayyiiiiiiii,Positive,2
789,Kenya saying edidaa bobo.a,Positive,2
3977,afan bekun bekumsa miti,Negative,0
9023,akka namni hin buufanne hoo?,Neutral,1
646,jiraa jirtuu fayya kessani  miraqana omn oduu tessan heduu takka dasa jahata ,Positive,2
8716,Wantti kun nurra dabachu qaba,Negative,0
166,yaadasa baayee nan qooddadhaa jabaadhu,Positive,2
5813,Maaliif akkanatti. Jaawaarirratt gaafii heddummeesitaa?❤❤❤ siiyaasa isaatu harka qaba arguuf jirta yoo rabbiin ja'e❤❤,Neutral,1
4438,Waqayyoo sagalee jirenyaa siyaa dhageesuus amee❤❤❤❤❤❤❤,Positive,2
1215,thanks ani yero hunda fayyadama,Positive,2
2149,jasbbaa,Negative,0
3594,dhugaa raabii bayye waarra midhadu,Positive,2
7441,Dhiifama naf godhii ana sammuuko Keessa na hin seenuu wa'een laguu kun,Neutral,1
4952,maqaa jijiruu ni dadahamaa,Neutral,1
967,Ifaa,Positive,2
933,Taatummaan keessan ajaa'iba! jabaadhaa!!!,Positive,2
4127,farfanna kana gutuu isaa nuf gad dhisaa maloo adaraa uuuuuuuuuuuuuuuu,Positive,2
7024,"Jalalaa biyyaa waan jedhamuu beektuu garuu????piroojektiin ijaaramaa jiruu kun kan eenyuutti?amalaa badummaa yoom dhiiftaan isin?? Ummataa keenyaaf biyyaa keenyaaf waan ta'uu hojjaata jira,Misoomni itti fufaa barri kan badhaadhinatti",Negative,0
1401,Dhiira Baadiyyaa magaalomse!,Positive,2
8153,Mee atii Gafii nuf debisii Kan Oromiyaa kesa jiruu hoo,Neutral,1
4918,As wrwb Rabbiin haqarraatti nu haa tiksuu Qabeenyii imaanaan Ummaataatin totally sure nama gammachisaa. Yaa Rabbii Duniyaa Halal nuufis keennii amiiiiiiiiiiiiin jaalalaa guuti Qalbii teenyaa nutiksii amiiiiiiiiiiiiin allahummaa amiiiin,Positive,2
4539,Mashalla,Positive,2
3288,dhugaa keetii sabboonaa koo,Positive,2
5533,Oduun sobaa isinirraa fokkisa mootii girrisaa,Negative,0
5742,suura jijjirun barbaade akkam godhu nut him,Neutral,1
773,Jabaa koo,Positive,2
2314,"shashamane iraa gadi bu,I aba",Negative,0
6023,Rabiin umurii sii Haa dherasuu Jawara mataa dhiraa,Positive,2
7579,Dubartin tokkoo desse otoo marsa lagu hin argin yoo turte rakkoo irraa gesisu qaba lata?,Neutral,1
5731,photo jijjiiruuf ho?,Neutral,1
5044,Maal goona nu amma hin dubbannu yoo dubbanne neetorkii nurraa balleessani silaa....,Negative,0
210,Jechaan ittin isaa ibsuu dhabee dhugaa nuf jiradhuu ❤❤,Positive,2
1029,𝚊𝚢𝚒𝚒 𝚊𝚔𝚔𝚊𝚝𝚒𝚒 𝚕𝚊𝚕𝚞 𝚍𝚑𝚊𝚋𝚋𝚎 𝚑𝚘𝚓𝚒 𝚖𝚊𝚗𝚊 𝚖𝚊𝚍𝚊𝚖𝚒 𝚞𝚞𝚞𝚏𝚏 ,Negative,0
5013,kan kafaletis ajajate dhufufii didee hoo hinjiru jedhame akkamitti dhabamu danda'a siraahuu hoo hin danda'uu?,Neutral,1
9265,nama baye bir na gau dide malif,Neutral,1
7789,Qanidhaa kun,Negative,0
8971,Warri gimbiitti keessaan na dubbisime,Neutral,1
9244,bilbilii akkamitii intarnetii akka harkisuu tasisuu,Neutral,1
8338,Waa tokkole kardi male ishii jedhee hin hojetu,Negative,0
1461,kan akaa ketii kanatuu maqa qoten Bula gadii busee,Negative,0
531,Amma dubbii nama kanaa keessaa maaltu nama wacisiisa Hundumtisaa waan nugeessa jiruu hoo Anikkoo reefuman fecbook irraa isuma itti wacamu argee yaa nama keenyaa yoomuma of baraa,Neutral,1
5306,Kiijiibduu Haatuu,Neutral,1
3819,jaalali dhugaa kana fakkata,Positive,2
495,Mucaan kun ji'a fulbaanaa keessa nama social median dhaan dhiibbaa uume jedhamee badhaafamuu qaba.,Positive,2
9461,mee sudi iraa dhufuni in dandama plse mee naa gargarii,Neutral,1
2551,worii jirenyii biyyaa kanaa isiin jibiisise isiin dhitee American isiin busuu yo cabdelee si woldhanadha,Negative,0
4439,❤❤waqayoo sagalee jirenya sii haa dhagasii,Positive,2
3013,Jegna ati hubataadha dhugaa Rabbii!,Positive,2
2338,badi asii seexana nana,Negative,0
6096,"Nama Siyaasaa Kassare.
Afuuftuu",Negative,0
7882,Dr galatoma garuu 8-19 kana giiduutti dhirrii salqunamtti gegesuu yoo dhisee rakkoon itti hin dhufuu gafii koo dha,Neutral,1
4975,lakkoofsii kiyyaa na jala bade jira haala kamiin lakkofsa bilbilaa kiyya lamaffaa irrati sirreefachuu danda'a?,Neutral,1
7260,Daa'imni tokkoo osoo gadii teechumaa ykn kakaa isaa hin godhiin guyyaa 3_4 yoo turee rakkoon isaa maali? Maaltuu kennamaf,Neutral,1
6618,Hattuu fi sobduun waa'ee badhaadhinaa hin beektuu hin odeessin.Badhaadhinni bu'aa qabatamaan lafarratti agarsiisaa jiruun filannootti dhiyaata malee oduudhaan miti . Waa'ee Juwaar nurraa dhaabi hin barbaannu nuti,Negative,0
5429,Rabbi nurra ha kaasu,Negative,0
9376,Suraa. tiktokii. jijiruuf. hoo,Neutral,1
2816,Mucaa kana namni barnoota isaa jaallattu like,Positive,2
6498,Humnaa kamiin Asoofti sumaalian kun.Alshaababiin ofirraa deebisuu hin dandeenye.,Negative,0
3199,"bro kubba milaa guyya gutuu lala hin oluum, torbetti daqiqa 90'f itti bashannan. maaf kan hundaa sitti ulfatee sii",Negative,0
5375,Essatti argamaa,Neutral,1
3234,Kun hayyuudhamoo xibaaraadha jedhe namichi,Neutral,1
269,Wow bal'oo Koo jabaa namaa❤,Positive,2
115,Maal siin jedhe siin eebbiisure❤❤❤❤❤,Positive,2
6035,You are proud for you live 1000 age my hero,Negative,0
3371,jajoo dha atii,Negative,0
8314,As we wb nama application hin qabanef bibilbilu hin dada.amuu,Neutral,1
5955,Maaltu filaa?,Negative,0
7629,Arabic maal jadhama,Neutral,1
4764,Mashaa Allah ❤️❤️❤️❤️,Positive,2
4510,Akkana woyya kunoo Maasha Allah kan dibbee sanniin irra,Positive,2
989,Wow baay'ee namattis tola,Positive,2
9698,suuraan jijjiramuu hin danda'uu biroo ?,Neutral,1
3788,dhugadha,Positive,2
6857,"Jawaar yoomuu bu'aa oromoof hin buusne,
Oromoo fixe malee kanaafuu namni sidhaga'u 
Maraataadha amma Tramp Qabee Gaantanaamootti sidarbata!",Negative,0
3040,dhisii waan kana,Positive,2
827,Obi.en  Godina Jimma Indemtani,Neutral,1
1862,arginee jira dhirafiisi ni fayaada.,Positive,2
1092,Giiftii garuu baayyee nu jalaa aartee maaloo buchookoo obsa godhadhu ishi nuuf jiraadhaa gm dhiiste kaa hireedhaaf lubbuu,Neutral,1
5736,Bilbila dogogereerawoni akkamitti nuuf ergare codi fi Fan code????,Neutral,1
6363,Uummatni sochoo'ee hin dadhabumoo isaa faana?,Negative,0
7533,Tole itti muddii mee,Neutral,1
5,Namoota Jechootaa keen jijiiramee keessa ani tokko! thank you boy!,Positive,2
952,lafumaa katani wari maqaa debbi balleessitan  maalo dhisaa dhugaan hin qalatti malee hin dhokatu warii jetaan like  subscrabe godha,Neutral,1
2417,Mal assaa Kun ,Neutral,1
6215,Mee Ammaa Jawar Siyaasaa Mali beeka??? Siyasaa jawar Du uee jiraa    Siyasaa Afircaa jawar kkkkkkkkkkkkkkkkkkkk,Negative,0
4696,"Mashaallah, mashaallah, mashaallah, mashaallah, Allah, midillay ❤❤❤❤❤❤❤❤❤❤",Positive,2
264,"Wow dandetiin kee bayyee nama tii tolaa kan akkaa kee nuf yaa bayyatuu,,,,,,wan hedduu hubadheraa dhugaa bayyee of barbaduu nuu gafataa.",Positive,2
8570,@AbiyAhmedAli Natti toleejira,Positive,2
7438,Namni hirdhinna dhigaa qabuu warra ulfa'uu irratti dhibban inni qabu jiraa naf debisi gafi kiyya hanga ulfaa tahan ho mali fa'aa fayyadamini dhigaa dabaluu dandahan?,Neutral,1
630,akkana gaa,Positive,2
5402,Essa argaama Amboo ni dhufaa?,Neutral,1
1987,Gurra nu coome. Lagatti naki,Negative,0
6828,Utuutti deebisanii ammammoo bara darbewoo kufaatii booda jedhanii mari'ataa turanii.....?????,Negative,0
645,Maliif biyyaa sobdu,Negative,0
3488,kan.wali.rabbin.isin.haa.godhu.haqin.haquma..yes,Positive,2
4192,Amen aba,Positive,2
822,Yaa woraa OBN Qeheen Abbadhaan tola Anawaar Jamaal daafaa qoophii caayaati nuu deebisaa .....,Neutral,1
2555,maaloo of muurtaa hin hamin dhisi,Negative,0
7693,Inni akkasiikuun kan horiiti malee kan namaati safuufha.,Negative,0
9553,malqaa hoo nama hojachisu dandayama,Neutral,1
2545,uuuuuu Gurbaa badiya koooo na yadachiftee dhigaaa,Positive,2
4948,yoo lakofisii bilibilaa naa biraa in jiree akkamitani siresaa,Neutral,1
1488,maqaa qoteebulaa hin balleessiin bahii oyiruu keessaa.,Negative,0
1166,dr hubbano dhala dhabuu koo nuf baresii dr,Neutral,1
2341,@baga si jala ajeessan,Negative,0
1911,Mitiiree,Negative,0
403,Akkamitin online barachu danda'a,Neutral,1
511,"Ani Kanaan Kanan Duraa Darbee Darbee Namoota ani irraa barachuu danda'uu Prodcast Keessaan / maree corner yeroon arguu  nan dhaggeffadha turee.
Kanaa Ati Mucaa Sammuu Qajjeelaa Ol adeemaa guddattee biyyaa kanaa kanaa giddissuu danda'uu akkas waan nuf achi asi fideem bayyeemaa galatoomii waqumti sii haa ebbisuu!!
Waa'ee ol adeemaa oromookoo kanaa (BELINA) Waan jedhuufi waan ittin qeqquu tokkollee barbadeen dhabee hamaa dhumattii dhaggeeffadhee.
Utuu dhalloonni ol adeemoonni akkakee dachee keenyarratti bayyeette biyyaa keenyaa nagaa sabnii keenyaaf ebbaa guddaattu ta'aa jedheen ammannaa !!!
YAA WAQII DHALOOTAA AKKAS NUF KASSII DACHEE KEENYAA OROMIYAAF YOOS NAGAA ARGATAA SABAANKOO!!!",Positive,2
2454,maallloooo dhisiiii,Negative,0
8080,Maliif hitee hin argiisistuu,Negative,0
8210,Akmi malqa kafla,Neutral,1
3028,dhugaadha garuu oromummaan walitti nu qaba,Positive,2
8132,Aniis hin argine,Negative,0
9726,ashaaraa kan hinkasfne akkamiiti sirrata???????,Neutral,1
8158,"Teleen kodii naaf hin ergineem baar kanafan si gafadhe
Moo abaa lakofsaa eraat ergaama?",Neutral,1
9798,Silkiin. Ofin. Cufaatu rakkon isa mali ?,Neutral,1
9530,kesan si baresan turee dhimaa kanaf,Neutral,1
7500,Timirri maaliidha hin beekamu nubiratti,Neutral,1
2035,"guddateef birbbissi  cidha hin galchu jedhan arsiin yo mammaaku Akka sanii qaala,iinsi jireenyaa yoo hin fooyofne gatii maal qaba",Negative,0
6079,Siyaasa kee ol guddisi akkanatti biyya kanaan wal madaala hin jirtu! Hayyuun kuun callisee biyya bulchaa jira; Hayyuun kuun callisee jira. Kan si faana barreefama kee laale iyyaa oolu tuuta birooti,Negative,0
6959,Galtuuf dubiin hingaltu!,Negative,0
3394,maalo dhiisi waan hin beekne hin borchiin gurbaa Ata arraaba dachaaste dubbachuun fayyummaa mo maraatummaadha? afaan Inglis dubbachuun beekkumsa miti afaan beekte male hin muddamiin isuma beektu utuu barsiiste bayeessa ture osoo waliin borchuu baatte. rakkoon dhaloota si'ana kanaam beeka osoo hin ta'in beeka of taasisa waan hasa'aniifi hin haasofne adda baafatani beekun barbaachisaadha sammuun nagaa qabu yoo jiraate,Negative,0
4642,Mashaallah yaa ustazaa kenyaa jalatama umrii dhertuu issiinif haa kennu Rahmaan,Positive,2
1323,yoo michiin nufixehoo habiibiiko,Neutral,1
4816,Masha allah masha allah❤❤❤,Positive,2
6264,"Innii Karoorrisaa Ammas Warreen Farraa Mootummaa Tahaan Huundaa Wajjiin Dhaabachuuudhaa Kun Immoo Kasaaraa Innii Kessaa Bahuu hin Dandenyee Keessaa Isaa Galcheeraa.Gamaa tokkoon Qabsoo Karaa Nagaa,Gama Tokkoon Farreen Mootuummaa Wajjiin Dhaabachuuun Kun Omaa Isaa hin Baasuu",Negative,0
9544,me worii dhira Canada jiratani .,Neutral,1
7410,"Wanuma tokkoyu nama hin galu yo warra hojji Dr,hojjataniran kan hafe,,",Neutral,1
4869,Barnota gasrii🎉 dha ❤,Positive,2
140,Wow dhugaa namaa jabadhaa ati.,Positive,2
501,Kan Akka kee baayyeen dhalatee nuuf haguddatu dhugaa.,Positive,2
8926,Dire dawa university hoo yoom waamu laata?,Neutral,1
9600,namni pasporti bafachu barbadan kessan naa dubbisa,Neutral,1
2726,me warri akka ko fuudha sodaattan like  godha,Negative,0
4823,Umrii kesssaan haa dheratuu❤❤❤❤❤❤,Positive,2
502,dhiraa walyih,Positive,2
8613,Iccitti gaggeessummaa,Neutral,1
5763,maqaa akayyuu na jijjirame,Neutral,1
5782,guyyaa meeqaa keessati sirraayaa,Neutral,1
774,Akkam naa tolee seetee yeroo 10 ol itti deebihe laale,Positive,2
9787,"Abdu bilbilli kiya daataa dafe fixa .maaliif ? 2, ultra. Data saverin maali?",Neutral,1
9215,Facebook yoo nu jalaa bade akkamitti deeffanaa naa himi mee,Neutral,1
4814,MashaAllah Raayyaa Abba maacca❤❤❤❤,Positive,2
7104,Oduu fi hojiin tokkoo miti. Isin irratti barameera dhiisaa!,Negative,0
7455,Dr.laguun yeroo dheersf hin mul'annee sababa maliitin,Neutral,1
6960,"Pirojeektii ni jibbitu
Nama ni jibbitu
Akkam isiin gona",Negative,0
9537,wori jaarsa hin qabne ho akkamti dhufu dandaha?,Neutral,1
4892,Maashaa Allaah! Jabaa namaa!,Positive,2
5597,Kee gad debiituu gahee waa'ee Keti sim jedhanii tuffaatanii dhisuudha,Negative,0
7952,Blibaa Dr nafii himuu dadiidesanii,Neutral,1
8162,Lakofsaa kee please,Neutral,1
812,Qophiin caayaa dhugaa dubbachuf taanan namoonnii ykn hojii gaggeesittoonni akka rifatanifi qamni isan gaafatu akka jiratu mul'isee jira. Haa ta'u malee ragaa guutu qabattani gaafi gaafachuu irratti ammas hanqinni ni jira. Wantoota dinagdee biyyaa keenyaa foyyeessu danda'u irratti xiyyeeffadha.,Neutral,1
9875,photo akkamit irraa kaadha?,Neutral,1
4878,masha Allah,Positive,2
119,Hedduun sii aja'ibseefadhee an jechonnniike jirneyaa namaa ijaraa bel thank you ❤,Positive,2
780,hizbi keenyaa baga gammaddan,Positive,2
5427,barsiisu qaba ummata qabsoo isaa jimma san,Negative,0
144,Jabdhuu jabbaa nama,Positive,2
3762,jiraadhuu qalii koo namaa jechuun kaan,Positive,2
527,Dargaggessa lubbuu qabu,Positive,2
383,Mare corner duratti abeet bayye natti toole,Positive,2
1545,Goota sanyii oromoo Habtamuu keenyaa nuufjiraadhu amma dubbiin siifgaleejira umuriinkee haadheeratu,Positive,2
5535,Rakkon ilmaan hiyyesa erra gaha jiru godina jimma kessa ti hagana hin jedhamu,Negative,0
5975,Waan irraatii hojjachaa jiruuf  durseetoo raaga,Negative,0
4807,Masha ❤❤❤❤❤❤❤ala❤❤❤umrii❤❤❤❤nuff❤❤❤❤❤❤dheradhuu❤❤❤,Positive,2
4103,@Anuu hinqaba o9123o8683 nabilbila,Neutral,1
7821,kaanseerii harmaa akkamiin itti fayyadamna,Neutral,1
4614,Mashaallhaa,Positive,2
9642,me akamin codii aragadhaa,Neutral,1
1963,"Wow ta,uu qaba kun waanumaa hojjatamus.‍♂️",Positive,2
9341,lubbuu'kankoo'arabefaan'malee'naa'diide'engilifaara'naaf'bu'uu'didee'malan'godha'adara'natti'imii,Neutral,1
5023,Saamamne omaayyuu gochuu hin dandeenyu qarshii 100 yoo guutte daqiiqaa lama booda hin jiru gartokkee daataa bitattee gartokkee yoo keessatti dhiiste walitti qabeet lachuu fudhata biyya akkamii keessa akka jirru wallaalle nama itti himannus niwallaalle jireenya bara kanaa caala kan nama gubu saamicha ethio telecm ti,Negative,0
8646,Kitaaba gara gara Akka Asi irra Argadhuu Abdii qaba ! Me kitaaba miltoo Ka Eebbisaa bayyisaa barresse Naaf erguu dandessaa,Positive,2
9676,suuraa akkamitti jijjirranna,Neutral,1
7352,Cirracha kalee maalin bassna nutti himimee,Neutral,1
3751,uuffee maaloo itti nuuf fufaa namatti tolaa,Positive,2
2748,walqoqqooduun ha Afu !!!!,Neutral,1
924,Jabaadha dhugaa,Positive,2
9476,amma.procees.jalqabu.dandeenya,Neutral,1
7685,"Balagee musilimaa barii hoba,ee dhalaan qulaa ya,ee durbaa tesaan saafuu wolaltetti gorsa",Negative,0
2496,ija oromoo jame kaa Hacaaluu koo mal godhu mal gonna.,Negative,0
7896,"Ani yeroo bobbaaraa jiruu na irraa yaa,a maaliif?doctor naaf himuun barbaada",Neutral,1
50,"Baay'ee na ajja'ibee waanan jehun dhabee namoota akkasitti dhugaa jiru dubbatan as baasuu keessaaniif isiin dinqissiffadheera,nama daandeetti adda qabuudha umurii dheeraan hawwaaaf!!!!!!",Positive,2
7608,Kan dhukubii dugdaa se.een dubisee fixee dawaa dhukubii dugdatif ta.uu Ile nuf baresaa,Neutral,1
817,Hi. Caayaa. Akkaataan  gaafii keessanii  Anawar jamaal fakkeenna  taasifadha !!,Neutral,1
1996,Jiradhaa umrii nuu dheeradhuu,Positive,2
3457,dhugaa keedha. beeka koo,Positive,2
2217,demii lalii Arbbaa,Positive,2
9430,Fisbook irraa hoo vidiyoo buusuun Aidan daha yoo dan dahame Nutti garsiissi me abdiyyee,Neutral,1
7871,"Gaffin kiyyaa naafyaad silaa laguun gaaf Yaa,uu hanqaqun ni du,aa. Akkamit ulfaaun dandamaa yeroo laguu???",Neutral,1
1539,yero abiy nagaya qabu gaafni san ammamo ni maraatanii. us gowwa,Negative,0
3585,rabbif jedhaa hiree naa qunamsisaa,Positive,2
9169,Ani naa banamu didee Yaa ummata naaf himaa akkamitiin baaadha 😭😭😭😭,Negative,0
611,Jabaadhu korma koo,Positive,2
4945,"maqan jijiru ni danda,ama",Neutral,1
4109,maalo rifensaa kessan haguggadha shamarran kenya 1QOR 11:1-.. farsichii baay'ee namatti tola ebbifama 🥰🥰🥰,Neutral,1
4857,Maasha Allaah,Positive,2
2580,haardhalen haaman harkan haammama essa garu,Neutral,1
9605,Ashaara ergaankenne Qaamme 4 garuu hanga amma ergaan nan geenyee akkamitan dhaqee fudhaa rabbii jedhii natti himii,Neutral,1
46,"Eebbifami jechuun jaalladha.
Waaqayyoo hinaaffaa gaarii keessa kee jiru laaleetuma yaadaaf ilaalcha mancaa'aarraa nu haa fayyisun jedha.
Lafa deemtutti adda argadhu!! Eebbifamaa.",Positive,2
6594,Na hin kofalchiisin dulluma keessa!  Siyaasni fedhannaa fi hawwinnaan hin ta'u!  Uummanni halbee sodaaf callise malee abbaa deeggaru beeka!,Negative,0
5918,Akadhibu Akuma wani filanooni dhuga jiruu malifi jawarini Abartuu ?,Negative,0
863,Harargee bahaa konbàlcha piliis osoo nuuf dhuftanii piliis anawaar,Neutral,1
9463,lubbu jarsa kiyya biyya dhaqee pasport basaf baqaa,Neutral,1
5514,Ayi alana kufati lsatuu gesse,Negative,0
9893,@kobra:akkamittin suura email koo irra kawaadha bro,Neutral,1
8415,@Jawar_Mohammed Rakkotu jiraa ittii muddii dadiisha,Negative,0
4836,Mashalaha ustazii koo rayaa sii jaladhaa abbaa koo ❤❤❤ umrii nuufi dheradhuu,Positive,2
9102,gambella eessa maaloo,Neutral,1
5725,Éessatti print godhanna,Neutral,1
3458,naman jirracha gabromnerra,Negative,0
3206,baqqa ati hin beektii,Negative,0
3000,"dhugaa waantii Kun Anaanu gara nagubee maaloo dubbadhamee
walaalii Ammana jiraa mee??",Negative,0
3108,ofi ilalu dhisee essa gahee ?,Negative,0
614,welcome qaxalee kenyaa,Positive,2
1767,Yeroo Amma dhiirri Durbaan Cn Jaalladha jedhuyyuu dhiira miti,Negative,0
9482,akkamitii dhufuu dandenaarree,Neutral,1
3790,dhugdha,Positive,2
5855,Biyaa nagani keesa hin jireti maltu galaa yo maratu tee malee biyaa lubuni namaa rakase kesati,Negative,0
3361,qaxalee gurbba itti himimee,Positive,2
3795,waawwwwww dhugaa jaalalaa jechuu akkasiiiiiiiiiiii kaa,Positive,2
3216,"baay'een sii jibbee,,,ati walalaa jaarraa kanati,,,,",Negative,0
2884,waanuma dhugaa dubbateehoo isa kamidha itti yaa'uu!! keep it up bro...dhugaa dubbadhuu bakka sitti dhihe buli,Positive,2
1037,dhugaa dubbachuuf diraamaa kana bayyeeman jaaladha,Positive,2
1843,Maratuun karaa sii futuu yaddaa gadhee batee qilleesssaa gubbaa hin bahii dadabaa,Negative,0
2822,bakkakee nutti himi jennee barreessinee dadhabne mee warri beektan nutti himaa,Positive,2
